position,Polar Summer Max Temp,lon,lat
0.667211,243.889232,44.051731,-89.695789
0.668211,243.883908,44.05605,-89.695813
0.669211,243.879514,44.06037,-89.695837
0.670211,243.875037,44.064691,-89.695861
0.671211,243.870251,44.069012,-89.695884
0.672211,243.865465,44.073333,-89.695908
0.673211,243.860171,44.077656,-89.695932
0.674211,243.855361,44.081979,-89.695955
0.675211,243.85012,44.086303,-89.695979
0.676211,243.845763,44.090627,-89.696003
0.677211,243.84153,44.094952,-89.696026
0.678211,243.836047,44.099278,-89.69605
0.679211,243.831954,44.103604,-89.696074
0.680211,243.826758,44.107932,-89.696097
0.681211,243.821328,44.112259,-89.696121
0.682211,243.8174,44.116588,-89.696145
0.683211,243.812805,44.120917,-89.696168
0.683996,243.809048,44.124316,-89.696187
