position,TerrainHeight,Sun Visibility 60m,Polar Summer Max Temp,lon,lat
0.873565,1317.71,0.37276,256.688873,48.111932,-89.877667
0.876429,1317.79,0.37276,256.688873,48.125219,-89.877577
0.879294,1317.812765,0.37276,256.688873,48.138487,-89.877487
0.882158,1317.78137,0.37276,256.688873,48.151735,-89.877397
0.885022,1317.692721,0.37276,256.688873,48.164963,-89.877307
0.887886,1317.6,0.37276,256.688873,48.178173,-89.877217
0.89075,1317.59,0.37276,256.688873,48.191362,-89.877127
0.893614,1317.73,0.37276,256.688873,48.204533,-89.877036
0.896479,1317.89,0.37276,256.688873,48.217684,-89.876946
0.899343,1318.05,0.37276,256.688873,48.230816,-89.876856
0.902207,1317.99,0.37276,256.688873,48.243929,-89.876766
0.905071,1317.892152,0.37276,256.688873,48.257022,-89.876676
0.907935,1317.78,0.37276,256.688873,48.270097,-89.876586
0.910799,1317.69,0.37276,256.688873,48.283152,-89.876496
0.913663,1317.670793,0.37276,256.688873,48.296188,-89.876405
0.916528,1317.7,0.37276,256.688873,48.309205,-89.876315
0.919392,1317.74,0.37276,256.688873,48.322204,-89.876225
0.922256,1317.783602,0.37276,256.688873,48.335183,-89.876135
0.92512,1317.820897,0.37276,256.688873,48.348143,-89.876045
0.927984,1317.85,0.37276,256.688873,48.361085,-89.875954
0.930848,1317.871738,0.37276,256.688873,48.374008,-89.875864
0.933712,1317.932567,0.37276,256.688873,48.386912,-89.875774
0.936577,1318.161486,0.355,256.688873,48.399797,-89.875684
0.939441,1318.38,0.355,256.688873,48.412664,-89.875594
0.942305,1318.63,0.355,256.688873,48.425512,-89.875503
0.945169,1318.86,0.355,256.688873,48.438341,-89.875413
0.948033,1319.08,0.355,256.688873,48.451152,-89.875323
0.950897,1319.322335,0.355,256.688873,48.463944,-89.875233
0.953761,1319.58,0.355,256.688873,48.476718,-89.875142
0.956626,1319.85,0.355,256.688873,48.489473,-89.875052
0.95949,1320.120714,0.355,256.688873,48.50221,-89.874962
0.962354,1320.351089,0.355,256.688873,48.514929,-89.874871
0.965218,1320.530541,0.355,256.688873,48.527629,-89.874781
0.968082,1320.641786,0.355,256.688873,48.540311,-89.874691
0.970946,1320.72,0.355,256.688873,48.552974,-89.874601
0.973811,1320.78,0.355,256.688873,48.56562,-89.87451
