position,Sun Visibility 60m,lon,lat
0.671211,0.365064,44.069012,-89.695884
0.672211,0.365224,44.073333,-89.695908
0.673211,0.365366,44.077656,-89.695932
0.674211,0.365525,44.081979,-89.695955
0.675211,0.365668,44.086303,-89.695979
0.676211,0.365845,44.090627,-89.696003
0.677211,0.366024,44.094952,-89.696026
0.678211,0.36616,44.099278,-89.69605
0.679211,0.366344,44.103604,-89.696074
0.680211,0.36649,44.107932,-89.696097
0.681211,0.366627,44.112259,-89.696121
0.682211,0.366817,44.116588,-89.696145
0.683211,0.366984,44.120917,-89.696168
0.683996,0.36711,44.124316,-89.696187
