position,TerrainSlope,lon,lat
0.670211,11.918819,44.064691,-89.695861
0.671211,11.902158,44.069012,-89.695884
0.672211,11.889543,44.073333,-89.695908
0.673211,11.684362,44.077656,-89.695932
0.674211,10.918252,44.081979,-89.695955
0.675211,10.293845,44.086303,-89.695979
0.676211,10.377224,44.090627,-89.696003
0.677211,10.390958,44.094952,-89.696026
0.678211,10.524285,44.099278,-89.69605
0.679211,11.010298,44.103604,-89.696074
0.680211,11.415128,44.107932,-89.696097
0.681211,11.51768,44.112259,-89.696121
0.682211,11.449953,44.116588,-89.696145
0.683211,11.583451,44.120917,-89.696168
0.683996,11.897574,44.124316,-89.696187
